what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1470536379247
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470536380289
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470536381261
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470536386049
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470536389121
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470536404264
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470536532115
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470536565595
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1470536588549
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1470536592696
started,bundle,org.eclipse.wst.css.ui,1.0.600.v201103022054,"org.eclipse.wst.css.ui",1470536595713
started,bundle,org.eclipse.jpt.jpa.ui,3.0.1.v201108080010,"org.eclipse.jpt.jpa.ui",1470536595746
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1470536598381
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1470536611332
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1470536613560
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1470536614951
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1470536624076
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1470536635508
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1470536646610
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1470536651294
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.stop",1470536653090
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1470536653534
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1470536653952
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470536656381
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470536657095
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1470536683668
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470536686028
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470536687011
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.launchShortcut.run",1470536687027
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1470536692034
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1470536692076
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470536699891
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470536717476
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1470536720595
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1470536738819
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1470536742083
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1470536745098
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1470536750193
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.stop",1470536751856
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1470536752264
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1470536752659
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470536755108
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470536756019
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1470536757978
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470536760432
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470536761385
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.launchShortcut.run",1470536761408
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1470536765100
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1470536765104
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1470536766498
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1470536766529
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1470536767732
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1470536787099
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470536793850
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470536803386
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1470536803400
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1470536804736
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1470536846647
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1470536870219
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.stop",1470536871829
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1470536872260
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1470536872639
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470536875120
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470536876081
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1470536878208
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470536881400
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470536882362
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.launchShortcut.run",1470536882378
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470536885430
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1470536887714
